Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros
2015,2,La Pampa,12756,40825,3719,619,5620
2015,2,La Rioja,16463,0,16,20,280
2015,2,Mendoza,153301,13030,2572,380,1882
2015,2,Misiones,59179,29283,37,50,150
2015,2,Neuquén,47078,34183,1044,12781,2799
2015,2,Río Negro,66738,26268,916,3457,1348
2015,2,Salta,77214,20297,47,1290,5800
2015,2,San Juan,48670,451,770,1189,9080
2015,2,San Luis,11432,1025,354,330,3770
2015,2,Santa Cruz,15343,2707,396,4917,24
2015,2,Santa Fe,333117,204685,2877,432,1389
2015,2,Santiago Del Estero,33873,4365,19,1091,300
2015,2,Tierra Del Fuego,22636,7927,665,10,235
2015,2,Tucumán,139944,479,116,880,500
2015,1,Buenos Aires,1583135,1096836,134177,18754,2894
2015,1,Capital Federal,454934,841743,19334,1994,14716
2015,1,Catamarca,25033,241,16,10,410
2015,1,Chaco,54952,26161,164,270,560
2015,1,Chubut,45645,717,906,1254,5465
2015,1,Córdoba,343883,247564,415,4645,4500
2015,1,Corrientes,54649,25372,129,1319,620
2015,1,Entre Ríos,112363,47411,108,5943,2450
2015,1,Formosa,21022,4951,1,6700,560
2015,1,Jujuy,31505,5048,22,00,360
2015,1,La Pampa,13143,39571,3215,6164,6040
2015,1,La Rioja,16282,0,16,20,330
2015,1,Mendoza,152433,13030,2542,290,2126
2015,1,Misiones,58262,26836,30,50,130
2015,1,Neuquén,47518,32152,1024,12088,296
2015,1,Río Negro,66274,25217,907,3473,1462
2015,1,Salta,76280,19781,47,1290,5740
2015,1,San Juan,48441,451,755,1165,1007
2015,1,San Luis,11414,1025,351,300,4120
2015,1,Santa Cruz,16215,2700,392,4772,2562
2015,1,Santa Fe,328809,199037,2845,4239,1507
2015,1,Santiago Del Estero,33813,4365,19,102,350
2015,1,Tierra Del Fuego,22291,7924,657,10,2583
2015,1,Tucumán,137857,115,116,880,1000
2014,4,Buenos Aires,1575978,1070135,120528,17728,32038
2014,4,Capital Federal,455785,840224,17155,1962,15394
2014,4,Catamarca,25192,241,16,00,440
2014,4,Chaco,55024,10918,31,00,620
2014,4,Chubut,48539,697,891,12256,6159
2014,4,Córdoba,345157,240452,419,3918,4860
2014,4,Corrientes,54754,9526,40,1315,750
2014,4,Entre Ríos,112291,23027,57,5178,2600
2014,4,Formosa,21245,4896,1,00,650
2014,4,Jujuy,31349,4583,22,370,110
2014,4,La Pampa,16043,34281,514,5894,6480
2014,4,La Rioja,16352,0,17,00,330
2014,4,Mendoza,151797,13030,2534,310,2222
2014,4,Misiones,58435,18613,16,1500,150
2014,4,Neuquén,47721,31778,1014,11853,303
2014,4,Río Negro,66307,23703,901,3819,153
2014,4,Salta,76026,17289,48,60,5780
2014,4,San Juan,48653,451,740,1202,1073
2014,4,San Luis,11419,926,355,240,4230
2014,4,Santa Cruz,17553,448,388,4395,2929
2014,4,Santa Fe,335267,183009,3205,6282,1634
2014,4,Santiago Del Estero,34110,4231,19,9200,370
2014,4,Tierra Del Fuego,21948,3664,655,10,2722
2014,4,Tucumán,137093,97,116,130,1050
2014,3,Buenos Aires,1562533,1110628,124474,20049,31881
2014,3,Capital Federal,450155,833402,17886,1995,14387
2014,3,Catamarca,24380,244,15,00,470
2014,3,Chaco,53321,10336,29,10,590
2014,3,Chubut,49219,668,882,11853,6515
2014,3,Córdoba,340212,240334,444,4064,3770
2014,3,Corrientes,52957,9184,31,1312,650
2014,3,Entre Ríos,108907,22440,48,5203,1350
2014,3,Formosa,21021,4836,0,00,800
2014,3,Jujuy,30128,3541,22,370,130
2014,3,La Pampa,16051,33940,538,11219,6770
2014,3,La Rioja,15864,0,14,10,370
2014,3,Mendoza,150120,13030,2512,400,2222
2014,3,Misiones,56933,18373,4,30,140
2014,3,Neuquén,54458,30964,1000,12858,3087
2014,3,Río Negro,65264,26590,888,3533,1505
2014,3,Salta,73828,18394,43,1090,5800
2014,3,San Juan,48272,451,731,1199,1126
2014,3,San Luis,11303,925,355,250,4380
2014,3,Santa Cruz,17862,492,385,4273,3098
2014,3,Santa Fe,325577,183630,4407,654,7330
2014,3,Santiago Del Estero,32820,3900,19,7680,410
2014,3,Tierra Del Fuego,21840,3469,650,10,2832
2014,3,Tucumán,131739,97,117,130,1000
2014,2,Buenos Aires,1568881,1025490,120008,1702,33147
2014,2,Capital Federal,447637,828411,17729,1883,14555
2014,2,Catamarca,24380,243,17,00,430
2014,2,Chaco,53321,9870,30,00,580
2014,2,Chubut,51070,649,866,1096,6974
2014,2,Córdoba,337825,234729,351,3673,3740
2014,2,Corrientes,52883,8680,31,1309,550
2014,2,Entre Ríos,108900,21706,49,4795,1330
2014,2,Formosa,20894,4628,0,00,780
2014,2,Jujuy,30128,4161,23,400,90
2014,2,La Pampa,15957,32600,513,5869,6890
2014,2,La Rioja,15864,0,14,00,340
2014,2,Mendoza,148979,13030,2480,360,2282
2014,2,Misiones,56933,17594,4,1500,80
2014,2,Neuquén,47767,29776,997,10765,2983
2014,2,Río Negro,64920,24944,876,3657,156
2014,2,Salta,73841,17504,45,70,5770
2014,2,San Juan,48161,451,722,1139,1173
2014,2,San Luis,11306,925,354,220,4480
2014,2,Santa Cruz,18956,448,381,4118,3266
2014,2,Santa Fe,324101,178495,3085,6041,6360
2014,2,Santiago Del Estero,32820,4231,19,9070,340
2014,2,Tierra Del Fuego,21618,3008,648,10,2934
2014,2,Tucumán,131740,97,121,130,980
2014,1,Buenos Aires,1567685,1000879,120960,16528,33824
2014,1,Capital Federal,445569,820161,17767,1866,14555
2014,1,Catamarca,24126,46,17,00,430
2014,1,Chaco,52971,9497,30,00,580
2014,1,Chubut,51066,539,866,10776,6974
2014,1,Córdoba,336841,225769,347,3585,3680
2014,1,Corrientes,52565,8279,31,1306,550
2014,1,Entre Ríos,107883,21379,49,4887,1330
2014,1,Formosa,20774,4548,0,00,1000
2014,1,Jujuy,29765,4030,23,00,90
2014,1,La Pampa,15826,31305,513,5848,7010
2014,1,La Rioja,15663,0,14,00,340
2014,1,Mendoza,148970,12076,2480,370,2282
2014,1,Misiones,56597,17191,4,1500,80
2014,1,Neuquén,47790,28161,997,10381,3051
2014,1,Río Negro,64886,24156,876,3576,1572
2014,1,Salta,73131,17538,45,80,5680
2014,1,San Juan,48161,434,722,8080,1173
2014,1,San Luis,11306,428,354,210,4480
2014,1,Santa Cruz,18927,100,381,4092,3264
2014,1,Santa Fe,322662,174296,3059,5951,6440
2014,1,Santiago Del Estero,32567,3598,19,9150,340
2014,1,Tierra Del Fuego,21618,2837,648,10,2934
2014,1,Tucumán,129717,83,121,130,980
*,"Los datos provinciales no coinciden a nivel nacional, ya que se rincorporó información que no contien apertuta a nivel geográfico.",,nan,nan,nan,nan,nan
